Validation dataset1 - LIMMA OF TCGA-GBM microarray Dataset										
ID	logFC	CI.025	CI.975	AveExpr	t	P.Value	adj.P.Val	B	modLog10P	signLog10P
CPSF4	-0.026809803	-0.166438481	0.112818874	8.530155283	-0.377749458	0.7058658	0.861126893	-6.026792007	0.1512779	-0.1512779
CT55	0.011774283	-0.049528722	0.073077289	3.795739052	0.377865774	0.705779471	0.861126893	-6.026750141	0.151331	0.151331
P3H1	-0.038681331	-0.240105641	0.162742978	5.833844626	-0.377810806	0.705820267	0.861126893	-6.026769928	0.1513059	-0.1513059
PLAC8	-0.090798344	-0.563863798	0.382267111	5.592027182	-0.377608306	0.705970567	0.861126893	-6.026842795	0.1512134	-0.1512134
RBBP8	-0.043762152	-0.271901803	0.184377499	8.460460703	-0.377383359	0.706137542	0.861193881	-6.026923695	0.1511107	-0.1511107
UBTF	-0.032048672	-0.19913093	0.135033585	5.988286945	-0.377367554	0.706149273	0.861193881	-6.026929377	0.1511035	-0.1511035
RTEL1-TNFRSF6B	0.024924741	-0.105068761	0.154918242	5.277316635	0.377219255	0.706259362	0.861252652	-6.026982682	0.1510358	0.1510358
FHL1	0.057472213	-0.243230297	0.358174722	11.71009279	0.37601547	0.707153207	0.861273221	-6.0274146	0.1504865	0.1504865
HOXA1	0.054950852	-0.232612602	0.342514307	5.039664779	0.375946104	0.707204725	0.861273221	-6.027439446	0.1504548	0.1504548
LILRP2	0.013964113	-0.058982729	0.086910955	3.694021631	0.376609878	0.706711791	0.861273221	-6.027201499	0.1507577	0.1507577
MFN1	-0.034005337	-0.21158117	0.143570496	7.152079194	-0.376745497	0.706611092	0.861273221	-6.027152831	0.1508195	-0.1508195
PARP3	0.025254583	-0.106902947	0.157412113	5.040542796	0.375952636	0.707199874	0.861273221	-6.027437107	0.1504578	0.1504578
RFC1	-0.028653566	-0.17853455	0.121227418	7.569869712	-0.376111829	0.707081643	0.861273221	-6.027380077	0.1505304	-0.1505304
RPL15P14	-0.033184518	-0.206483832	0.140114796	12.30910175	-0.376724204	0.706626902	0.861273221	-6.027160473	0.1508098	-0.1508098
RPL15P2	-0.033184518	-0.206483832	0.140114796	12.30910175	-0.376724204	0.706626902	0.861273221	-6.027160473	0.1508098	-0.1508098
RPL15P3	-0.033184518	-0.206483832	0.140114796	12.30910175	-0.376724204	0.706626902	0.861273221	-6.027160473	0.1508098	-0.1508098
RPL29P7	0.028232415	-0.119307939	0.17577277	4.821084387	0.376462792	0.70682101	0.861273221	-6.027254262	0.1506905	0.1506905
TARS	0.029484207	-0.124696417	0.183664831	8.906321456	0.376222271	0.706999623	0.861273221	-6.027340498	0.1505808	0.1505808
TSC2	-0.031677361	-0.197001314	0.133646593	7.015675924	-0.376962417	0.706450037	0.861273221	-6.027074951	0.1509185	-0.1509185
WDR26	-0.022464735	-0.140003154	0.095073685	9.411003619	-0.376015973	0.707152833	0.861273221	-6.02741442	0.1504867	-0.1504867
ZBTB20	0.062403605	-0.263650933	0.388458142	9.912139839	0.376534068	0.706768083	0.861273221	-6.027228696	0.1507231	0.1507231
ZNF432	0.042017789	-0.177581086	0.261616665	7.855176352	0.376433215	0.706842973	0.861273221	-6.027264869	0.1506771	0.1506771
PLA2G12A	-0.029122718	-0.18156529	0.123319855	6.352146556	-0.375846473	0.707278724	0.861287955	-6.027475126	0.1504094	-0.1504094
SHCBP1	0.04985884	-0.211269919	0.310987599	7.086264919	0.375640416	0.707431779	0.861398947	-6.027548888	0.1503154	0.1503154
AP2S1	0.025832882	-0.109751726	0.16141749	11.11744608	0.374841198	0.708025529	0.861527152	-6.0278346	0.1499511	0.1499511
EIF2B5	-0.02604261	-0.162627237	0.110542017	7.135698457	-0.375117679	0.707820107	0.861527152	-6.02773583	0.1500771	-0.1500771
KLRC4	0.036705879	-0.155820709	0.229232466	3.741482683	0.375085052	0.707844347	0.861527152	-6.027747489	0.1500622	0.1500622
LINC01618	-0.074377621	-0.464618526	0.315863283	4.665860999	-0.374968118	0.707931226	0.861527152	-6.027789268	0.1500089	-0.1500089
PRPSAP1	-0.023690941	-0.147871809	0.100489927	8.807436595	-0.375329295	0.707662893	0.861527152	-6.027660182	0.1501736	-0.1501736
RASL11B	-0.074377621	-0.464618526	0.315863283	4.665860999	-0.374968118	0.707931226	0.861527152	-6.027789268	0.1500089	-0.1500089
RBMS3	-0.017331964	-0.108301514	0.073637586	3.976815404	-0.374831934	0.708032412	0.861527152	-6.027837908	0.1499469	-0.1499469
THG1L	-0.025654905	-0.160123151	0.10881334	5.363294414	-0.375349225	0.707648088	0.861527152	-6.027653056	0.1501827	-0.1501827
CARD9	-0.021928427	-0.137086751	0.093229896	5.293077705	-0.374625211	0.708186019	0.861638708	-6.027911709	0.1498527	-0.1498527
ARFGEF2	0.031300492	-0.133194971	0.195795956	7.64258992	0.374353665	0.708387811	0.861658188	-6.028008589	0.1497289	0.1497289
STON1	0.064172641	-0.273030283	0.401375565	7.561289592	0.374406542	0.708348516	0.861658188	-6.02798973	0.149753	0.149753
TBCE	-0.03065608	-0.191707541	0.130395382	8.026486213	-0.374487043	0.708288692	0.861658188	-6.027961012	0.1497897	-0.1497897
COLQ	-0.024528401	-0.15354058	0.104483777	3.876658471	-0.374044594	0.708617515	0.861786915	-6.028118773	0.1495881	-0.1495881
SERGEF	0.017947152	-0.076438238	0.112332541	5.321978742	0.374089582	0.708584078	0.861786915	-6.02810274	0.1496086	0.1496086
IGHV3-72	-0.018648556	-0.116772524	0.079475411	3.615618363	-0.373899569	0.708725307	0.861790969	-6.028170443	0.1495221	-0.1495221
RSRC2	-0.023552068	-0.147485724	0.100381589	9.117246181	-0.37387345	0.708744721	0.861790969	-6.028179746	0.1495102	-0.1495102
GTF2B	-0.031971048	-0.200304518	0.136362422	8.317096234	-0.373655383	0.708906816	0.861912744	-6.028257396	0.1494108	-0.1494108
SEC14L1	0.051843427	-0.221211119	0.324897972	10.04779707	0.373533139	0.708997689	0.861947911	-6.028300906	0.1493552	0.1493552
NENF	0.03122674	-0.133303397	0.195756877	9.735914596	0.373392888	0.709101953	0.861999351	-6.028350807	0.1492913	0.1492913
EDN3	0.051276358	-0.218996492	0.321549208	4.662677564	0.373249809	0.709208325	0.862053344	-6.028401695	0.1492262	0.1492262
IGFBP4	0.058330853	-0.249419272	0.366080978	7.074428711	0.372893607	0.709473168	0.862299936	-6.028528298	0.149064	0.149064
ACAD10	0.018548957	-0.079668644	0.116766558	4.595618414	0.371548084	0.710473908	0.862787957	-6.029005441	0.1484519	0.1484519
CAV2	0.085512416	-0.366624589	0.53764942	8.040650492	0.37208655	0.710073361	0.862787957	-6.0288147	0.1486968	0.1486968
IL20RB	-0.038689355	-0.243158857	0.165780147	6.870370551	-0.37226122	0.709943447	0.862787957	-6.028752767	0.1487762	-0.1487762
LRBA	-0.027219317	-0.171338644	0.11690001	7.503973336	-0.37156932	0.71045811	0.862787957	-6.028997924	0.1484615	-0.1484615
MTCL1	-0.045810241	-0.28839594	0.196775459	6.90035623	-0.371520024	0.710494783	0.862787957	-6.029015373	0.1484391	-0.1484391
POLR3E	-0.032374435	-0.203754757	0.139005888	7.145953852	-0.371643108	0.710403217	0.862787957	-6.028971801	0.1484951	-0.1484951
RNF126P1	0.018834942	-0.080778238	0.118448121	5.006385251	0.371990904	0.710144503	0.862787957	-6.028848601	0.1486533	0.1486533
RPL26L1	-0.028844863	-0.181498947	0.123809222	9.372343136	-0.371744791	0.710327575	0.862787957	-6.028935794	0.1485413	-0.1485413
RPL26P30	-0.028844863	-0.181498947	0.123809222	9.372343136	-0.371744791	0.710327575	0.862787957	-6.028935794	0.1485413	-0.1485413
SMARCAL1	-0.017490813	-0.10995222	0.074970594	6.936876427	-0.37216399	0.710015763	0.862787957	-6.028787245	0.148732	-0.148732
ADIRF	0.080738172	-0.3471459	0.508622244	6.795672553	0.371225362	0.710714009	0.862978857	-6.029119627	0.1483051	0.1483051
ATG13	-0.021777332	-0.137299144	0.093744479	7.322459476	-0.370873269	0.710975994	0.862983066	-6.029244092	0.1481451	-0.1481451
IFNA2	-0.009012902	-0.056832415	0.038806612	3.451375695	-0.370803936	0.711027588	0.862983066	-6.029268588	0.1481135	-0.1481135
KLHL25	-0.024363409	-0.153591877	0.10486506	5.903306938	-0.370906717	0.710951105	0.862983066	-6.029232273	0.1481603	-0.1481603
MCRS1	0.022700246	-0.097738318	0.143138811	6.663373263	0.370808642	0.711024086	0.862983066	-6.029266925	0.1481157	0.1481157
RANBP2	0.031304283	-0.134749849	0.197358416	7.927478356	0.370884708	0.710967483	0.862983066	-6.02924005	0.1481503	0.1481503
FAM49B	-0.030134922	-0.190112249	0.129842405	8.548310153	-0.370592382	0.711185022	0.863045097	-6.029343301	0.1480174	-0.1480174
PIP5K1C	0.031402801	-0.135316036	0.198121639	7.306212165	0.370568559	0.711202751	0.863045097	-6.029351712	0.1480066	0.1480066
SNRNP35	-0.022039551	-0.139094819	0.095015716	7.298112922	-0.370421883	0.711311913	0.863102289	-6.029403485	0.1479399	-0.1479399
LTC4S	-0.036680224	-0.231627968	0.158267519	5.259764386	-0.370167782	0.711501037	0.863181221	-6.029493127	0.1478245	-0.1478245
TNFRSF6B	0.024530178	-0.105833187	0.154893542	5.276383963	0.370194518	0.711481137	0.863181221	-6.029483698	0.1478366	0.1478366
CXCL1	0.067024757	-0.289444281	0.423493795	4.889380395	0.369911881	0.711691519	0.863189223	-6.029583342	0.1477082	0.1477082
GALNT10	0.050984296	-0.220234383	0.322202975	7.29704708	0.369829607	0.711752765	0.863189223	-6.029612334	0.1476708	0.1476708
GJB1	-0.03634933	-0.229735332	0.157036672	4.776985164	-0.3697909	0.711781579	0.863189223	-6.029625971	0.1476533	-0.1476533
LANCL1	0.035485282	-0.153196027	0.224166591	9.441722375	0.370002134	0.711624336	0.863189223	-6.029551531	0.1477492	0.1477492
SCAMP2	-0.025801825	-0.163090979	0.111487329	8.108709213	-0.369742217	0.71181782	0.863189223	-6.029643121	0.1476311	-0.1476311
GADD45GIP1	0.035723013	-0.15444412	0.225890147	7.695655698	0.36957065	0.711945546	0.863256523	-6.029703543	0.1475532	0.1475532
TSPAN8	-0.071492562	-0.452146296	0.309161172	4.147782126	-0.369500997	0.711997402	0.863256523	-6.029728064	0.1475216	-0.1475216
LCAT	-0.050469567	-0.319821717	0.218882583	5.665284301	-0.368632808	0.71264388	0.863965056	-6.030033331	0.1471274	-0.1471274
USPL1	0.034367249	-0.149126276	0.217860775	7.604641909	0.368475719	0.712760875	0.86403161	-6.030088489	0.1470561	0.1470561
TOP2A	0.08061936	-0.350099252	0.511337972	8.764127092	0.368239654	0.712936702	0.864169463	-6.030171333	0.146949	0.146949
NPRL2	-0.029979073	-0.190211663	0.130253516	7.510813479	-0.368088458	0.713049324	0.864230688	-6.030224366	0.1468804	-0.1468804
KANSL3	-0.01082255	-0.068722469	0.047077369	3.947853223	-0.367736291	0.713311669	0.864473353	-6.030347806	0.1467207	-0.1467207
TASOR	0.028092062	-0.122295909	0.178480033	8.915719827	0.367498323	0.713488962	0.864612908	-6.03043115	0.1466127	0.1466127
TIMM10B	0.027111831	-0.118072615	0.172296278	6.953913947	0.367386852	0.713572016	0.86463825	-6.030470172	0.1465622	0.1465622
OMD	0.045222222	-0.19700211	0.287446553	4.104661425	0.36729835	0.713637959	0.864642856	-6.030501145	0.1465221	0.1465221
AFM	-0.010205478	-0.064926831	0.044515875	3.441800252	-0.366911531	0.713926204	0.864732343	-6.030636434	0.1463467	-0.1463467
DRD3	-0.010835179	-0.068953442	0.047283084	3.639776299	-0.366782236	0.714022559	0.864732343	-6.030681623	0.1462881	-0.1462881
MUC1	0.058820444	-0.256624036	0.374264925	6.122286484	0.366851429	0.713970994	0.864732343	-6.030657442	0.1463194	0.1463194
NECAP2	-0.028984326	-0.184319669	0.126351017	7.714234582	-0.367094409	0.713789924	0.864732343	-6.030572491	0.1464296	-0.1464296
THAP4	0.022997265	-0.10028557	0.146280099	6.683358027	0.366993542	0.713865088	0.864732343	-6.030607763	0.1463839	0.1463839
FARP1	-0.038129123	-0.24282085	0.166562604	7.667934995	-0.366472487	0.714253414	0.864936641	-6.030789815	0.1461477	-0.1461477
EPN1	-0.015735764	-0.100243082	0.068771555	4.242426435	-0.366334944	0.714355934	0.864985507	-6.030837828	0.1460853	-0.1460853
ACSL6	-0.057168885	-0.36458443	0.25024666	5.330097206	-0.365863213	0.714707582	0.86499347	-6.031002363	0.1458716	-0.1458716
KIF5C	0.07551768	-0.330602911	0.481638272	9.08833883	0.365829295	0.714732868	0.86499347	-6.031014185	0.1458562	0.1458562
N4BP2L2	0.036308038	-0.158917865	0.231533941	8.941843383	0.365889705	0.714687832	0.86499347	-6.030993128	0.1458836	0.1458836
PAAF1	-0.029347951	-0.187089853	0.128393951	8.351283079	-0.366029051	0.714583952	0.86499347	-6.030944544	0.1459467	-0.1459467
PIWIL1	-0.011643491	-0.074193367	0.050906384	3.729613851	-0.366219631	0.714441887	0.86499347	-6.030878068	0.1460331	-0.1460331
VLDLR	0.059924941	-0.262343807	0.382193689	5.886486141	0.365825748	0.714735513	0.86499347	-6.031015421	0.1458546	0.1458546
ADPRH	-0.010400266	-0.066369312	0.04556878	3.816163741	-0.365579124	0.714919384	0.864997602	-6.031101347	0.1457429	-0.1457429
ALDH3B1	-0.030622441	-0.19542698	0.134182098	5.238043615	-0.365557325	0.714935637	0.864997602	-6.03110894	0.1457331	-0.1457331
CGA	-0.048272979	-0.308148957	0.211602998	4.018759933	-0.365445667	0.71501889	0.864997602	-6.031147821	0.1456825	-0.1456825
ECPAS	0.036194423	-0.158696328	0.231085175	7.64458699	0.365372014	0.715073808	0.864997602	-6.031173462	0.1456491	0.1456491
PCBP1	0.030809557	-0.135185085	0.1968042	9.271498677	0.365154145	0.715236266	0.864997602	-6.031249279	0.1455505	0.1455505
RAB9A	-0.037111497	-0.236892989	0.162669995	9.407406359	-0.365458504	0.715009318	0.864997602	-6.031143352	0.1456883	-0.1456883
TTTY2	0.013408295	-0.058830127	0.085646716	3.80193136	0.365165846	0.715227541	0.864997602	-6.031245208	0.1455558	0.1455558
TTTY2B	0.013408295	-0.058830127	0.085646716	3.80193136	0.365165846	0.715227541	0.864997602	-6.031245208	0.1455558	0.1455558
RAB40B	-0.048013484	-0.306795812	0.210768843	7.944454592	-0.365017308	0.715338308	0.865045821	-6.031296874	0.1454885	-0.1454885
SOS1	0.02856958	-0.125538015	0.182677174	7.06292009	0.364724264	0.715556854	0.865234907	-6.031398742	0.1453559	0.1453559
PPP1R14D	0.018891312	-0.083105388	0.120888011	4.05821641	0.364385292	0.715809681	0.865411455	-6.031516473	0.1452024	0.1452024
TBX19	-0.014328284	-0.091693594	0.063037026	4.364309325	-0.364361731	0.715827256	0.865411455	-6.031524652	0.1451918	-0.1451918
NMUR1	-0.015281636	-0.097827366	0.067264093	3.521920058	-0.364216904	0.715935287	0.865466863	-6.031574916	0.1451262	-0.1451262
CDK1	-0.064341081	-0.412074102	0.283391941	8.018760476	-0.364021693	0.716080912	0.865567701	-6.031642636	0.1450379	-0.1450379
ATP5PD	0.021578422	-0.095174735	0.138331578	11.49169197	0.363610059	0.716388017	0.865629874	-6.031785314	0.1448517	0.1448517
BCL7B	0.029475954	-0.130021408	0.188973316	8.034293391	0.363579351	0.716410929	0.865629874	-6.031795952	0.1448378	0.1448378
IMPA2	0.062410639	-0.275331983	0.400153262	5.551709788	0.363544525	0.716436915	0.865629874	-6.031808015	0.144822	0.144822
MUTYH	-0.026347948	-0.168922564	0.116226667	7.322269491	-0.363571175	0.71641703	0.865629874	-6.031798784	0.1448341	-0.1448341
WDR77	0.019924577	-0.087902234	0.127751389	7.486319372	0.363535818	0.716443412	0.865629874	-6.03181103	0.1448181	0.1448181
PALMD	-0.045968197	-0.294934906	0.202998512	6.132649861	-0.363246163	0.716659547	0.865740661	-6.031911312	0.1446871	-0.1446871
SLCO2A1	-0.047227415	-0.30300499	0.20855016	5.994657302	-0.363259147	0.716649858	0.865740661	-6.031906818	0.144693	-0.144693
SCN11A	-0.015519966	-0.099656056	0.068616124	3.653288337	-0.362905274	0.716913941	0.865972791	-6.032029229	0.144533	-0.144533
CISH	0.036286242	-0.160568579	0.233141064	4.936163715	0.362644244	0.71710876	0.866057746	-6.032119447	0.144415	0.144415
SFTPD	-0.052282603	-0.335900198	0.231334992	4.182255983	-0.362667701	0.717091252	0.866057746	-6.032111342	0.1444256	-0.1444256
ASPHD1	-0.036424002	-0.234219667	0.161371663	5.875660186	-0.362289491	0.717373559	0.866302352	-6.032241954	0.1442546	-0.1442546
NRXN1	-0.082638044	-0.531942969	0.366666881	7.415297223	-0.361845936	0.717704691	0.866627013	-6.032394959	0.1440542	-0.1440542
AGFG1	0.017481775	-0.077770828	0.112734378	8.553905921	0.361071758	0.718282774	0.866802884	-6.032661564	0.1437045	0.1437045
CDKL5	-0.012718086	-0.082006939	0.056570766	3.875536932	-0.361113101	0.718251899	0.866802884	-6.03264734	0.1437232	-0.1437232
CHCHD3	-0.021738779	-0.140215412	0.096737853	12.56004551	-0.36098346	0.718348717	0.866802884	-6.032691935	0.1436647	-0.1436647
DAB2	0.051149031	-0.227537008	0.329835069	8.027996525	0.361083002	0.718274377	0.866802884	-6.032657696	0.1437096	0.1437096
EEF1G	-0.021738779	-0.140215412	0.096737853	12.56004551	-0.36098346	0.718348717	0.866802884	-6.032691935	0.1436647	-0.1436647
LACTB2	-0.057768381	-0.372209814	0.256673051	7.181817878	-0.361439223	0.718008366	0.866802884	-6.03253509	0.1438705	-0.1438705
MIR3654	-0.021738779	-0.140215412	0.096737853	12.56004551	-0.36098346	0.718348717	0.866802884	-6.032691935	0.1436647	-0.1436647
SEM1	-0.023183343	-0.149528013	0.103161328	10.14801185	-0.360997316	0.718338369	0.866802884	-6.032687169	0.1436709	-0.1436709
CHMP6	0.023973648	-0.106791675	0.154738971	6.145573176	0.360683586	0.718572686	0.866941011	-6.032795024	0.1435293	0.1435293
CRIP2	0.044089171	-0.19641066	0.284589003	7.336440442	0.360663347	0.718587802	0.866941011	-6.032801979	0.1435202	0.1435202
PFDN1	0.018596465	-0.082872685	0.120065614	7.963221525	0.360563049	0.718662718	0.866956221	-6.032836438	0.1434749	0.1434749
FBXW2	0.035774149	-0.159496373	0.231044671	8.076473679	0.360427128	0.718764247	0.866978627	-6.03288312	0.1434135	0.1434135
NOD1	0.029853082	-0.133122958	0.192829122	5.565349367	0.360371352	0.718805911	0.866978627	-6.032902272	0.1433884	0.1433884
CTNNA3	0.016215441	-0.072394978	0.10482586	3.934449027	0.360021808	0.719067036	0.867068094	-6.033022224	0.1432306	0.1432306
LDB2	0.062896472	-0.280656455	0.406449399	6.44119689	0.360178248	0.718950164	0.867068094	-6.032968553	0.1433012	0.1433012
PDLIM1	0.069209812	-0.308945151	0.447364775	8.333706912	0.360066496	0.719033651	0.867068094	-6.033006896	0.1432508	0.1432508
CENPS-CORT	-0.02181385	-0.141118501	0.0974908	4.085498849	-0.359716039	0.719295487	0.867118126	-6.03312706	0.1430927	-0.1430927
CORT	-0.02181385	-0.141118501	0.0974908	4.085498849	-0.359716039	0.719295487	0.867118126	-6.03312706	0.1430927	-0.1430927
PAK1IP1	-0.024933927	-0.161294528	0.111426673	7.61424603	-0.359738263	0.719278882	0.867118126	-6.033119443	0.1431027	-0.1431027
CBR3	0.045636806	-0.204067621	0.295341233	7.746989178	0.359562049	0.719410548	0.8671817	-6.033179823	0.1430232	0.1430232
CDC23	0.028208249	-0.126244004	0.182660501	7.72507191	0.359307865	0.719600487	0.867260388	-6.033266867	0.1429086	0.1429086
RRP9	0.022585666	-0.101066718	0.14623805	5.038063482	0.359348017	0.719570483	0.867260388	-6.033253121	0.1429267	0.1429267
ATP10A	-0.037833176	-0.245223452	0.1695571	5.360260521	-0.358896529	0.719907896	0.867330372	-6.033407596	0.1427231	-0.1427231
NUS1P2	0.014752582	-0.066101961	0.095607126	4.095889081	0.35896199	0.719858971	0.867330372	-6.033385211	0.1427526	0.1427526
NUS1P3	0.014752582	-0.066101961	0.095607126	4.095889081	0.35896199	0.719858971	0.867330372	-6.033385211	0.1427526	0.1427526
USP1	-0.028530756	-0.184902054	0.127840541	9.979970647	-0.358955898	0.719863524	0.867330372	-6.033387294	0.1427498	-0.1427498
ADAM20	-0.010725014	-0.069573769	0.048123741	3.909188776	-0.358546464	0.72016955	0.867570486	-6.033527236	0.1425652	-0.1425652
ZNF324	0.030055754	-0.134962023	0.19507353	6.030483822	0.358328819	0.720332244	0.867691355	-6.033601561	0.1424671	0.1424671
KRT8P17	-0.010517264	-0.068274729	0.047240202	3.532444762	-0.358244457	0.72039531	0.867692204	-6.033630358	0.1424291	-0.1424291
ARHGAP8	-0.030682423	-0.199288166	0.137923321	3.880425927	-0.358015747	0.720566294	0.867747915	-6.033708395	0.1423261	-0.1423261
PRR5-ARHGAP8	-0.030682423	-0.199288166	0.137923321	3.880425927	-0.358015747	0.720566294	0.867747915	-6.033708395	0.1423261	-0.1423261
CYP7A1	0.008052573	-0.036213436	0.052318583	3.372904872	0.35788967	0.720660555	0.867786323	-6.033751391	0.1422692	0.1422692
C5	0.035277223	-0.158894217	0.229448664	5.52843353	0.357432377	0.721002486	0.867822543	-6.033907217	0.1420632	0.1420632
CAPN11	-0.009595082	-0.062391282	0.043201117	3.791733067	-0.357545144	0.720918163	0.867822543	-6.033868809	0.142114	-0.142114
GPATCH1	-0.02873525	-0.18686987	0.12939937	6.423035768	-0.357497381	0.720953878	0.867822543	-6.033885078	0.1420925	-0.1420925
P2RY13	-0.059519831	-0.387115916	0.268076255	5.491140262	-0.357443851	0.720993907	0.867822543	-6.033903309	0.1420684	-0.1420684
TAOK1	-0.030130971	-0.195942476	0.135680535	5.392410942	-0.357505975	0.720947451	0.867822543	-6.033882151	0.1420964	-0.1420964
MTERF3	-0.027595575	-0.179571075	0.124379925	8.521740502	-0.3572323	0.721152108	0.867927552	-6.033975332	0.1419731	-0.1419731
DOCK9	-0.051312276	-0.334145753	0.231521202	7.193822082	-0.356923637	0.721382952	0.867980145	-6.034080339	0.1418341	-0.1418341
MCF2L-AS1	-0.024959017	-0.162507634	0.1125896	4.140525041	-0.356990038	0.721333289	0.867980145	-6.034057757	0.141864	-0.141864
PITX2	0.036098794	-0.16282428	0.235021867	3.668432392	0.357019862	0.721310984	0.867980145	-6.034047613	0.1418775	0.1418775
CD5	-0.016820735	-0.109663962	0.076022493	4.201122951	-0.356434371	0.721748918	0.868165483	-6.034246602	0.1416139	-0.1416139
DTL	-0.065523785	-0.427007353	0.295959782	7.137850802	-0.356611436	0.721616468	0.868165483	-6.034186458	0.1416936	-0.1416936
GPC4	0.045870082	-0.207597964	0.299338129	6.530535337	0.356033733	0.72204864	0.868165483	-6.034382577	0.1414335	0.1414335
GPD1	0.058956906	-0.26668593	0.384599742	5.160528749	0.356186951	0.721934011	0.868165483	-6.034330594	0.1415025	0.1415025
GPS2	-0.027383665	-0.178661816	0.123894487	8.152558226	-0.356123152	0.721981741	0.868165483	-6.034352242	0.1414738	-0.1414738
PLXNA2	0.040893155	-0.18496354	0.266749851	6.153463934	0.35620704	0.721918982	0.868165483	-6.034323776	0.1415115	0.1415115
PSIP1	0.040153404	-0.181693246	0.262000053	9.471508838	0.356085541	0.722009879	0.868165483	-6.034365002	0.1414569	0.1414569
TIMM22	0.027540787	-0.124531266	0.17961284	6.938654961	0.356296691	0.721851914	0.868165483	-6.034293347	0.1415519	0.1415519
TTLL1	-0.031729799	-0.207094588	0.143634989	7.049906163	-0.355967033	0.722098543	0.868165483	-6.034405201	0.1414035	-0.1414035
ZNF767P	-0.037623696	-0.245627297	0.170379905	5.863989097	-0.355856949	0.722180908	0.86818949	-6.034442529	0.141354	-0.141354
CACNA1E	-0.01078219	-0.070413201	0.048848822	3.691573427	-0.355729304	0.722276415	0.868229291	-6.034485798	0.1412966	-0.1412966
FFAR2	-0.010936983	-0.071445167	0.049571201	3.501460246	-0.355605332	0.722369179	0.868265788	-6.034527807	0.1412408	-0.1412408
CHCHD3P3	-0.025498688	-0.166762151	0.115764776	8.774053882	-0.355118114	0.722733786	0.868427772	-6.034692763	0.1410216	-0.1410216
DIAPH3	0.010780874	-0.048960772	0.07052252	3.520220435	0.355027206	0.722801823	0.868427772	-6.034723516	0.1409808	0.1409808
EMCN	-0.043162256	-0.282309213	0.1959847	4.981832729	-0.355078296	0.722763586	0.868427772	-6.034706234	0.1410037	-0.1410037
HEG1	0.04340975	-0.196992456	0.283811956	8.355417898	0.355249671	0.72263533	0.868427772	-6.034648244	0.1410808	0.1410808
TTYH1	0.093546002	-0.424861931	0.611953934	8.911229334	0.355008244	0.722816015	0.868427772	-6.03472993	0.1409722	0.1409722
ADD3	-0.035158619	-0.230093597	0.159776359	10.69668222	-0.354835353	0.722945417	0.868453104	-6.034788393	0.1408945	-0.1408945
ELL3	-0.025570543	-0.167386535	0.116245448	4.808963202	-0.354731372	0.723023246	0.868453104	-6.03482354	0.1408477	-0.1408477
SNRNP27	-0.02073648	-0.135742898	0.094269939	9.516790774	-0.354729902	0.723024347	0.868453104	-6.034824037	0.1408471	-0.1408471
CCDC177	0.023475333	-0.106821903	0.153772568	3.98669496	0.35445524	0.723229944	0.868625071	-6.034916827	0.1407236	0.1407236
CXorf56	0.014433573	-0.065745033	0.09461218	4.044657797	0.354160569	0.723450542	0.86874004	-6.035016298	0.1405912	0.1405912
NRAS	-0.042618529	-0.279324944	0.194087887	7.638608364	-0.354220156	0.723405932	0.86874004	-6.03499619	0.1406179	-0.1406179
ALOX12	-0.016567334	-0.10870566	0.075570992	3.643977227	-0.35375058	0.723757509	0.868796916	-6.035154558	0.1404069	-0.1404069
AMBRA1	0.015713559	-0.071671155	0.103098273	5.885228067	0.353772384	0.723741182	0.868796916	-6.035147209	0.1404167	0.1404167
COPS2	0.027754243	-0.126630126	0.182138612	9.293427244	0.353680333	0.723810108	0.868796916	-6.035178231	0.1403754	0.1403754
EBF2	-0.030697621	-0.201353591	0.13995835	3.862470329	-0.353889827	0.723653247	0.868796916	-6.035107618	0.1404695	-0.1404695
MED28	-0.046033668	-0.30197551	0.209908175	8.05964673	-0.353849944	0.723683109	0.868796916	-6.035121064	0.1404516	-0.1404516
B4GALT2	-0.020405735	-0.133954603	0.093143132	5.28150776	-0.353552806	0.723905601	0.868836586	-6.035221196	0.1403181	-0.1403181
VPS50	0.016008887	-0.073103144	0.105120919	4.300570713	0.353435079	0.72399376	0.868867447	-6.035260845	0.1402652	0.1402652
ING4	-0.033439975	-0.219645292	0.152765343	6.978588173	-0.35331226	0.724085736	0.868873436	-6.035302195	0.14021	-0.14021
MSANTD3-TMEFF1	-0.064239124	-0.422080448	0.293602201	7.478235774	-0.35317826	0.724186089	0.868873436	-6.035347293	0.1401498	-0.1401498
TMEFF1	-0.064239124	-0.422080448	0.293602201	7.478235774	-0.35317826	0.724186089	0.868873436	-6.035347293	0.1401498	-0.1401498
BAIAP2	0.031713318	-0.145072433	0.20849907	5.412436815	0.352922444	0.724377684	0.868878543	-6.035433341	0.1400349	0.1400349
KIF3C	-0.040467987	-0.26605089	0.185114916	6.968388792	-0.352931375	0.724370996	0.868878543	-6.035430338	0.1400389	-0.1400389
MBTD1	0.019478521	-0.089070273	0.128027314	4.316327099	0.353033417	0.724294569	0.868878543	-6.035396021	0.1400848	0.1400848
BLCAP	0.028888514	-0.132377959	0.190154986	9.349660177	0.352424393	0.724750754	0.869251098	-6.03560069	0.1398113	0.1398113
CSNK1G2	-0.02167959	-0.142759457	0.099400277	7.716026613	-0.352260528	0.724873513	0.869307445	-6.035655698	0.1397378	-0.1397378
